50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250
194814.66096353522,194907.00894394726,194026.68201936563,194079.01558160954,193245.0517708654,192753.26822095292,192379.64047024059,192122.80896303777,192135.6342506855,191547.4378460847,191343.69107002186,191127.6845125966,191178.4656974606,189954.58032439742,189791.74421860816,189292.45649952444,188845.33830295055,188031.083888108,187443.2954135636,186847.0397997448,186568.47093247354,186592.66133389104,186049.89017939687,185510.267552386,185319.155307145,185498.31148976987,185809.67082474305,185653.86061247948,186001.79663146372,185725.74053528227,185725.74053528227,185725.74053528227,185725.74053528227,185725.74053528227,185725.74053528227,185725.74053528227,185725.74053528227,185725.74053528227,185725.74053528227,185725.74053528227,185725.74053528227
